"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1997454330945831168","Sat Dec 06 23:53:18 +0000 2025","0","Counter counter point James has no job if it isn t true &amp; it isn t. People aren t as stupid as James wants them to be. The actions of the current Israeli government has very little to do with Jewish people as a group so it s hardly anti semitism but that s not his point","1997454330945831168","","","en","","0","0","0","https://x.com/undefined/status/1997454330945831168","22668428",
"1997454217410474109","Sat Dec 06 23:53:00 +0000 2025","0","Warning: Jerusalem &amp; Israel are Gods city &amp; chosen people! The defender neither slumbers nor sleeps! God will bless those that bless @Israel &amp; curse those that curse the Jewish people! He will utterly destroy armies coming against his people! @GOP @POTUS @CUFI @PastorJohnHagee","1997454257503732188","","Unobtaniumll","en","","0","0","0","https://x.com/undefined/status/1997454257503732188","821970523",
"1997182426376728857","Sat Dec 06 23:52:28 +0000 2025","0","@rorilogorilo @s_m_marandi My theory on why Muslims aren t doing anything is most of them are decent peace loving people who understand it s better to engage with the Jewish State than pretend they re going anywhere. Peace will always prevail for better lives.","1997454122065273202","","rorilogorilo","en","","0","0","0","https://x.com/undefined/status/1997454122065273202","1801994051543085058",
"1997427337122509254","Sat Dec 06 23:51:43 +0000 2025","0","@krassenstein Brian is Jewish he hates white people","1997453933258875301","","krassenstein","en","","0","0","0","https://x.com/undefined/status/1997453933258875301","1441753061030912003",
"1996900223252328716","Sat Dec 06 23:51:16 +0000 2025","0","@DrEoinOCleirigh I will be boycotting Ireland Spain Slovenia Belgium Netherlands and North Macedonia. Fuck Palestine and each one of its immoral supporters including you @DrEoinOCleirigh. 🇮🇱 Long live Israel and the Jewish people! ️","1997453821044285725","","DrEoinOCleirigh","en","","0","1","0","https://x.com/undefined/status/1997453821044285725","1674804755892166661",
"1997434028702523510","Sat Dec 06 23:50:58 +0000 2025","9","@tammydiamonds I have nothing against Jewish people. I will happily dehumanize genocide deniers and abetters though","1997453747065139599","","tammydiamonds","en","","0","0","0","https://x.com/undefined/status/1997453747065139599","887692120156405760",
"1996967872036327608","Sat Dec 06 23:50:47 +0000 2025","1","@FCBGayvi I genuinely think that the actions of Zionists have done more to harm Jewish People than any other organization in history... How can you genuinely GENUINELY act just like the caricatures and think that's a good look? For you or any of your people? Absolutely disgusting.","1997453700999291287","","FCBGayvi","en","","0","0","0","https://x.com/undefined/status/1997453700999291287","1982524165103194112",
"1997453626734968889","Sat Dec 06 23:50:30 +0000 2025","4","Stick bending is why I can't stay quiet when people excessively focus on Jewish supremacy . I'm sure it's a motivating factor for active participants but not for empire itself. When it gets to the level of America is a captive nation I can't take you seriously anymore","1997453626734968889","","","en","","0","0","0","https://x.com/undefined/status/1997453626734968889","1128472036437835776",
"1996654446869364790","Sat Dec 06 23:49:59 +0000 2025","0","@estherzelda0514 Republicans. Jewish people don t have the ability to understand that because Jewish information networks are completely Republicanized.","1997453497164591291","","estherzelda0514","en","","0","0","0","https://x.com/undefined/status/1997453497164591291","337430047",
"1997067600782569736","Sat Dec 06 23:49:22 +0000 2025","0","@MagikMike101 @grok @nomorecolonies @JeffreyxEpstein @Gnoticeroftruth All of sudden grok is no longer anti semitic when he gives a response you like LMFAO Jewish people are retarded","1997453342856130637","","MagikMike101","en","","0","1","0","https://x.com/undefined/status/1997453342856130637","1826702514756222976",
